,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
233,276,PT03M02.00S,2021-07-15T02:02:22.0Z,2,REGULAR,2pt,Jump Shot,[],1626166,15.768725361366624,29.044117647058826,1610612756,45,47,2021-07-15T02:04:12Z,2708750,105,96,1,left,C. Payne 14' pullup Jump Shot (4 PTS),[1626166],1610612756,PHX,pullup,,,Payne,C. Payne,,,,,14.19,Made,4,,,,,,,,,,,,,,,,,,
234,277,PT02M44.00S,2021-07-15T02:02:27.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626192,77.08607095926413,9.382659314,1610612749,45,47,2021-07-15T02:02:33Z,2750000,-203,163,1,right,MISS P. Connaughton 26' 3PT,[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
235,278,PT02M44.00S,2021-07-15T02:02:27.0Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,45,47,2021-07-15T02:02:33Z,2760000,,,0,,D. Ayton REBOUND (Off:0 Def:8),[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,277,8,8,0,,,,,,,,,,,
236,279,PT02M32.00S,2021-07-15T02:02:40.5Z,2,REGULAR,2pt,Jump Shot,[],1626164,20.844283837056505,34.872855392156865,1610612756,45,47,2021-07-15T02:09:48Z,2770000,76,143,1,left,MISS D. Booker 16' pullup Shot,[1626164],1610612756,PHX,pullup,,,Booker,D. Booker,,,,,16.21,Missed,,,,,,,,,,,,,,,,,,,
237,280,PT02M30.00S,2021-07-15T02:02:42.5Z,2,REGULAR,rebound,offensive,[],1628470,,,1610612756,45,47,2021-07-15T02:09:48Z,2780000,,,0,,T. Craig REBOUND (Off:1 Def:2),[1628470],1610612756,PHX,,,,Craig,T. Craig,,,,,,,,,,,279,3,2,1,,,,,,,,,,,
238,281,PT02M27.00S,2021-07-15T02:02:44.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626166,32.670827858081466,36.58854166666667,1610612756,45,47,2021-07-15T02:02:48Z,2790000,67,255,1,left,MISS C. Payne 26' 3PT,[1626166],1610612756,PHX,,,,Payne,C. Payne,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
239,282,PT02M26.00S,2021-07-15T02:02:45.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,45,47,2021-07-15T02:10:12Z,2800000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:5),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,281,7,5,2,,,,,,,,,,,
240,283,PT02M09.00S,2021-07-15T02:03:02.9Z,2,REGULAR,2pt,Jump Shot,[],1626171,93.51182654402102,67.22579656862744,1610612749,45,47,2021-07-15T02:10:46Z,2810000,86,8,1,right,MISS B. Portis 8' floating Shot,[1626171],1610612749,MIL,floating,,,Portis,B. Portis,,,,,8.65,Missed,,,,,,,,,,,,,,,,,,,
241,284,PT02M08.00S,2021-07-15T02:03:03.9Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,45,47,2021-07-15T02:10:46Z,2820000,,,0,,D. Ayton REBOUND (Off:0 Def:9),[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,283,9,9,0,,,,,,,,,,,
242,285,PT01M45.00S,2021-07-15T02:03:25.6Z,2,REGULAR,2pt,Jump Shot,[],1626164,7.884362680683312,29.87898284313725,1610612756,45,49,2021-07-15T02:03:30Z,2830000,101,22,1,left,D. Booker 10' fadeaway Jump Shot (20 PTS),[1626164],1610612756,PHX,fadeaway,,,Booker,D. Booker,,,,,10.29,Made,20,,,,,,,,,,,,,,,,,,
243,286,PT01M33.00S,2021-07-15T02:03:38.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.77463863337714,53.255208333333336,1610612749,47,49,2021-07-15T02:03:43Z,2840000,16,6,1,right,J. Holiday driving Layup (9 PTS),[201950],1610612749,MIL,driving,,,Holiday,J. Holiday,,,,,1.74,Made,9,,,,,,,,,,,,,,,,,,
244,287,PT01M33.00S,2021-07-15T02:03:44.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,47,49,2021-07-15T02:03:44Z,2850000,,,0,,PHX Timeout,[],1610612756,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,288,PT01M33.00S,2021-07-15T02:06:25.2Z,2,REGULAR,substitution,out,[],1626192,,,1610612756,47,49,2021-07-15T02:07:04Z,2860000,,,0,,SUB out: P. Connaughton,[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
246,289,PT01M33.00S,2021-07-15T02:06:25.2Z,2,REGULAR,substitution,out,[],1626166,,,1610612756,47,49,2021-07-15T02:07:04Z,2870000,,,0,,SUB out: C. Payne,[1626166],1610612756,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
247,290,PT01M33.00S,2021-07-15T02:06:25.2Z,2,REGULAR,substitution,out,[],1629028,,,1610612756,47,49,2021-07-15T02:07:04Z,2880000,,,0,,SUB out: D. Ayton,[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
248,291,PT01M33.00S,2021-07-15T02:06:25.2Z,2,REGULAR,substitution,in,[],203114,,,1610612756,47,49,2021-07-15T02:07:04Z,2890000,,,0,,SUB in: K. Middleton,[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
249,292,PT01M33.00S,2021-07-15T02:06:25.2Z,2,REGULAR,substitution,in,[],101108,,,1610612756,47,49,2021-07-15T02:07:04Z,2900000,,,0,,SUB in: C. Paul,[101108],1610612756,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
250,293,PT01M33.00S,2021-07-15T02:06:25.2Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,47,49,2021-07-15T02:07:04Z,2910000,,,0,,SUB in: M. Bridges,[1628969],1610612756,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
251,294,PT01M16.00S,2021-07-15T02:07:35.5Z,2,REGULAR,3pt,Jump Shot,[],1628969,11.908672798948752,95.41207107843137,1610612756,47,52,2021-07-15T02:07:40Z,2920000,-227,59,1,left,M. Bridges 3PT  (7 PTS) (D. Booker 2 AST),"[1628969, 1626164]",1610612756,PHX,,,,Bridges,M. Bridges,,,,,23.47,Made,7,D. Booker,1626164,2,,,,,,,,,,,,,,,
252,296,PT01M01.00S,2021-07-15T02:07:52.2Z,2,REGULAR,3pt,Jump Shot,[],201950,68.67608409986859,23.84344362745098,1610612749,47,52,2021-07-15T02:12:28Z,2940000,-131,242,1,right,MISS J. Holiday 27' 3PT,[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,27.5,Missed,,,,,,,,,,,,,,,,,,,
253,297,PT01M00.00S,2021-07-15T02:07:52.6Z,2,REGULAR,rebound,offensive,[],200782,,,1610612749,47,52,2021-07-15T02:12:28Z,2950000,,,0,,P. Tucker REBOUND (Off:3 Def:0),[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,296,3,0,3,,,,,,,,,,,
254,298,PT00M57.50S,2021-07-15T02:07:56.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,92.19776609724047,53.01011029411765,1610612749,49,52,2021-07-15T02:08:26Z,2960000,15,21,1,right,G. Antetokounmpo alley-oop DUNK (12 PTS) (K. Middleton 3 AST),"[203507, 203114]",1610612749,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,2.57,Made,12,K. Middleton,203114,3,,,,,,,,,,,,,,,
255,300,PT00M57.50S,2021-07-15T02:08:09.9Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612756,49,52,2021-07-15T02:08:10Z,2980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,301,PT00M36.30S,2021-07-15T02:08:36.4Z,2,REGULAR,2pt,Jump Shot,[],1626164,20.581471747700395,32.91207107843137,1610612756,49,52,2021-07-15T02:08:40Z,2990000,85,141,1,left,MISS D. Booker 16' fadeaway Shot,[1626164],1610612756,PHX,fadeaway,,,Booker,D. Booker,,,,,16.48,Missed,,,,,,,,,,,,,,,,,,,
257,302,PT00M33.40S,2021-07-15T02:08:39.2Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,49,52,2021-07-15T02:08:39Z,3000000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749,MIL,,,,Portis,B. Portis,,,,,,,,,,,301,3,2,1,,,,,,,,,,,
258,303,PT00M25.40S,2021-07-15T02:08:48.2Z,2,REGULAR,3pt,Jump Shot,[],203114,71.43561103810775,18.45128676470588,1610612749,52,52,2021-07-15T02:08:51Z,3010000,-158,216,1,right,K. Middleton 26' 3PT  (16 PTS) (G. Antetokounmpo 4 AST),"[203114, 203507]",1610612749,MIL,,,,Middleton,K. Middleton,,,,,26.74,Made,16,G. Antetokounmpo,203507,4,,,,,,,,,,,,,,,
259,305,PT00M06.80S,2021-07-15T02:09:15.5Z,2,REGULAR,foul,personal,[],200782,,,1610612756,52,52,2021-07-15T02:09:22Z,3030000,,,0,,P. Tucker personal FOUL (3 PF),"[200782, 1626164]",1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,2714,3,0,Booker,1626164,,,
260,307,PT00M06.80S,2021-07-15T02:09:26.4Z,2,REGULAR,substitution,out,[],200782,,,1610612756,52,52,2021-07-15T02:09:31Z,3050000,,,0,,SUB out: P. Tucker,[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
261,308,PT00M06.80S,2021-07-15T02:09:26.4Z,2,REGULAR,substitution,in,[],1626192,,,1610612756,52,52,2021-07-15T02:09:31Z,3060000,,,0,,SUB in: P. Connaughton,[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
262,313,PT00M00.00S,2021-07-15T02:09:46.9Z,2,REGULAR,3pt,Jump Shot,[],1626164,30.56833114323259,75.31403186,1610612756,52,52,2021-07-15T02:09:52Z,3070000,-127,235,1,left,MISS D. Booker 26' step back 3PT,[1626164],1610612756,PHX,step back,,,Booker,D. Booker,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
263,314,PT00M00.00S,2021-07-15T02:09:49.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,52,52,2021-07-15T02:09:49Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612756,PHX,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,
264,315,PT00M00.00S,2021-07-15T02:09:54.9Z,2,REGULAR,period,end,[],0,,,1610612756,52,52,2021-07-15T02:09:54Z,3090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,316,PT12M00.00S,2021-07-15T02:24:30.0Z,3,REGULAR,substitution,out,['startperiod'],1626171,,,1610612756,52,52,2021-07-15T02:25:20Z,3100000,,,0,,SUB out: B. Portis,[1626171],1610612749,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
266,317,PT12M00.00S,2021-07-15T02:24:30.0Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612756,52,52,2021-07-15T02:25:20Z,3110000,,,0,,SUB out: P. Connaughton,[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
267,318,PT12M00.00S,2021-07-15T02:24:30.0Z,3,REGULAR,substitution,out,['startperiod'],1628470,,,1610612756,52,52,2021-07-15T02:25:20Z,3120000,,,0,,SUB out: T. Craig,[1628470],1610612756,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
268,319,PT12M00.00S,2021-07-15T02:24:30.0Z,3,REGULAR,substitution,out,['startperiod'],1629661,,,1610612756,52,52,2021-07-15T02:25:20Z,3130000,,,0,,SUB out: C. Johnson,[1629661],1610612756,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
269,320,PT12M00.00S,2021-07-15T02:24:30.0Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612756,52,52,2021-07-15T02:25:20Z,3140000,,,0,,SUB in: B. Lopez,[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
270,321,PT12M00.00S,2021-07-15T02:24:30.0Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612756,52,52,2021-07-15T02:25:20Z,3150000,,,0,,SUB in: P. Tucker,[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
271,322,PT12M00.00S,2021-07-15T02:24:30.0Z,3,REGULAR,substitution,in,['startperiod'],203109,,,1610612756,52,52,2021-07-15T02:25:20Z,3160000,,,0,,SUB in: J. Crowder,[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
272,323,PT12M00.00S,2021-07-15T02:24:30.0Z,3,REGULAR,substitution,in,['startperiod'],1629028,,,1610612756,52,52,2021-07-15T02:25:20Z,3170000,,,0,,SUB in: D. Ayton,[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
273,324,PT12M00.00S,2021-07-15T02:25:33.8Z,3,REGULAR,period,start,[],0,,,1610612749,52,52,2021-07-15T02:25:33Z,3180000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,325,PT11M35.00S,2021-07-15T02:25:58.6Z,3,REGULAR,3pt,Jump Shot,[],201572,31.225361366622867,23.353247549019606,1610612749,52,52,2021-07-15T02:26:04Z,3190000,133,241,1,left,MISS B. Lopez 27' 3PT,[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,,
275,326,PT11M35.00S,2021-07-15T02:25:58.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,52,52,2021-07-15T02:26:04Z,3200000,,,0,,TEAM defensive REBOUND,[],1610612756,PHX,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,
276,327,PT11M35.00S,2021-07-15T02:26:04.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,52,52,2021-07-15T02:26:04Z,3210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,328,PT11M24.00S,2021-07-15T02:26:15.6Z,3,REGULAR,3pt,Jump Shot,[],203109,67.62483574244416,64.03952205882352,1610612756,52,55,2021-07-15T02:26:20Z,3220000,70,252,1,right,J. Crowder 26' 3PT  (9 PTS) (C. Paul 5 AST),"[203109, 101108]",1610612756,PHX,,,,Crowder,J. Crowder,,,,,26.14,Made,9,C. Paul,101108,5,,,,,,,,,,,,,,,
278,331,PT11M08.00S,2021-07-15T02:26:33.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.754927726675426,49.57873774509804,1610612749,52,55,2021-07-15T02:29:08Z,3250000,2,30,1,left,MISS G. Antetokounmpo Layup,[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,,
279,332,PT11M06.00S,2021-07-15T02:26:35.1Z,3,REGULAR,rebound,defensive,[],101108,,,1610612756,52,55,2021-07-15T02:29:08Z,3260000,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756,PHX,,,,Paul,C. Paul,,,,,,,,,,,331,3,3,0,,,,,,,,,,,
280,333,PT11M00.00S,2021-07-15T02:26:41.4Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",101108,87.99277266754271,50.55912990196079,1610612756,52,55,2021-07-15T02:29:42Z,3270000,3,60,1,right,MISS C. Paul 6' running pullup Shot,[101108],1610612756,PHX,running pullup,,,Paul,C. Paul,,,,,6.05,Missed,,,,,,,,,,,,,,,,,,,
281,334,PT10M59.00S,2021-07-15T02:26:42.4Z,3,REGULAR,rebound,defensive,[],200782,,,1610612749,52,55,2021-07-15T02:29:42Z,3280000,,,0,,P. Tucker REBOUND (Off:3 Def:1),[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,333,4,1,3,,,,,,,,,,,
282,335,PT10M47.00S,2021-07-15T02:26:55.3Z,3,REGULAR,2pt,Jump Shot,[],203114,20.97568988173456,49.57873774509804,1610612749,52,55,2021-07-15T02:30:14Z,3290000,2,145,1,left,MISS K. Middleton 14' pullup Shot,[203114],1610612749,MIL,pullup,,,Middleton,K. Middleton,,,,,14.47,Missed,,,,,,,,,,,,,,,,,,,
283,336,PT10M46.00S,2021-07-15T02:26:56.3Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,52,55,2021-07-15T02:30:14Z,3300000,,,0,,D. Ayton REBOUND (Off:0 Def:10),[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,335,10,10,0,,,,,,,,,,,
284,337,PT10M30.00S,2021-07-15T02:27:09.8Z,3,REGULAR,2pt,Jump Shot,[],1626164,75.64060446780552,41.490502450980394,1610612756,52,57,2021-07-15T02:27:13Z,3310000,-43,176,1,right,D. Booker 18' fadeaway Jump Shot (22 PTS),[1626164],1610612756,PHX,fadeaway,,,Booker,D. Booker,,,,,18.15,Made,22,,,,,,,,,,,,,,,,,,
285,338,PT10M16.00S,2021-07-15T02:27:26.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,11.038107752956636,38.10508578431372,1610612749,52,57,2021-07-15T02:30:59Z,3320000,59,51,1,left,MISS J. Holiday 7' pullup bank Shot,[201950],1610612749,MIL,pullup bank,,,Holiday,J. Holiday,,,,,7.86,Missed,,,,,,,,,,,,,,,,,,,
286,339,PT10M15.00S,2021-07-15T02:27:27.0Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,52,57,2021-07-15T02:30:59Z,3330000,,,0,,D. Ayton REBOUND (Off:0 Def:11),[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,338,11,11,0,,,,,,,,,,,
287,340,PT10M01.00S,2021-07-15T02:27:39.2Z,3,REGULAR,turnover,lost ball,[],1626164,,,1610612756,52,57,2021-07-15T02:27:44Z,3340000,,,0,,D. Booker lost ball TURNOVER (2 TO),"[1626164, 201950]",1610612756,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,2,Holiday,201950,,,,,,,,
288,341,PT10M01.00S,2021-07-15T02:27:39.2Z,3,REGULAR,steal,,[],201950,,,1610612749,52,57,2021-07-15T02:27:41Z,3350000,,,0,,J. Holiday STEAL (2 STL),[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
289,342,PT10M01.00S,2021-07-15T02:27:45.3Z,3,REGULAR,foul,personal,[],1626164,,,1610612749,52,57,2021-07-15T02:32:23Z,3360000,,,0,,D. Booker take personal FOUL (3 PF),"[1626164, 203507]",1610612756,PHX,take,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,1148,3,0,Antetokounmpo,203507,,,
290,344,PT10M01.00S,2021-07-15T02:28:15.9Z,3,REGULAR,instantreplay,request,[],0,,,1610612749,52,57,2021-07-15T02:29:04Z,3380000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,1148,,,,,,,Common Foul Upheld
291,345,PT09M50.00S,2021-07-15T02:29:23.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203114,21.895532194480946,31.686580882352942,1610612749,52,57,2021-07-15T02:33:02Z,3390000,92,153,1,left,MISS K. Middleton 17' pullup Shot,[203114],1610612749,MIL,pullup,,,Middleton,K. Middleton,,,,,17.86,Missed,,,,,,,,,,,,,,,,,,,
292,346,PT09M50.00S,2021-07-15T02:29:23.0Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,52,57,2021-07-15T02:33:15Z,3400000,,,0,,D. Ayton REBOUND (Off:0 Def:12),[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,345,12,12,0,,,,,,,,,,,
293,347,PT09M48.00S,2021-07-15T02:29:37.4Z,3,REGULAR,turnover,out-of-bounds,[],1629028,,,1610612756,52,57,2021-07-15T02:29:47Z,3410000,,,0,,D. Ayton bad pass out-of-bounds TURNOVER (2 TO),[1629028],1610612756,PHX,bad pass,,,Ayton,D. Ayton,,,,,,,,,,,,,,,2,,,2004,,,,,,,
294,348,PT09M37.00S,2021-07-15T02:29:49.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203507,12.089356110381077,66.02328431,1610612749,54,57,2021-07-15T02:29:58Z,3420000,-80,61,1,left,G. Antetokounmpo 10' fadeaway Jump Shot (14 PTS),[203507],1610612749,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,10.07,Made,14,,,,,,,,,,,,,,,,,,
295,349,PT09M15.00S,2021-07-15T02:30:11.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,92.32917214191852,43.94148284313725,1610612756,54,59,2021-07-15T02:30:18Z,3430000,-30,20,1,right,D. Booker driving floating bank Jump Shot (24 PTS),[1626164],1610612756,PHX,driving floating bank,,,Booker,D. Booker,,,,,3.61,Made,24,,,,,,,,,,,,,,,,,,
296,350,PT09M07.00S,2021-07-15T02:30:22.6Z,3,REGULAR,foul,personal,[],101108,,,1610612749,54,59,2021-07-15T02:30:35Z,3440000,,,0,,C. Paul personal FOUL (1 PF),"[101108, 203507]",1610612756,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,2714,1,0,Antetokounmpo,203507,,,
297,352,PT09M01.00S,2021-07-15T02:30:56.2Z,3,REGULAR,turnover,bad pass,[],203114,,,1610612749,54,59,2021-07-15T02:31:00Z,3460000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 203109]",1610612749,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,1,Crowder,203109,,,,,,,,
298,353,PT09M01.00S,2021-07-15T02:30:56.2Z,3,REGULAR,steal,,[],203109,,,1610612756,54,59,2021-07-15T02:30:59Z,3470000,,,0,,J. Crowder STEAL (2 STL),[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
299,354,PT08M52.00S,2021-07-15T02:31:06.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203109,69.07030223390277,17.715992647058822,1610612756,54,59,2021-07-15T02:35:01Z,3480000,-161,238,1,right,MISS J. Crowder 28' 3PT,[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,28.77,Missed,,,,,,,,,,,,,,,,,,,
300,355,PT08M51.00S,2021-07-15T02:31:07.1Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,54,59,2021-07-15T02:35:01Z,3490000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,354,2,2,0,,,,,,,,,,,
301,356,PT08M37.00S,2021-07-15T02:31:21.0Z,3,REGULAR,3pt,Jump Shot,[],201572,7.178055190538765,3.010110294117647,1610612749,54,59,2021-07-15T02:35:31Z,3500000,235,15,1,left,MISS B. Lopez 3PT,[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
302,357,PT08M36.00S,2021-07-15T02:31:22.0Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,54,59,2021-07-15T02:35:31Z,3510000,,,0,,D. Ayton REBOUND (Off:0 Def:13),[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,356,13,13,0,,,,,,,,,,,
303,358,PT08M20.00S,2021-07-15T02:31:37.4Z,3,REGULAR,turnover,bad pass,[],101108,,,1610612756,54,59,2021-07-15T02:31:45Z,3520000,,,0,,C. Paul bad pass TURNOVER (3 TO),"[101108, 200782]",1610612756,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,3,Tucker,200782,,,,,,,,
304,359,PT08M20.00S,2021-07-15T02:31:37.4Z,3,REGULAR,steal,,[],200782,,,1610612749,54,59,2021-07-15T02:31:39Z,3530000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
305,360,PT08M14.00S,2021-07-15T02:31:46.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203507,10.988830486202366,41.00030637254902,1610612749,54,59,2021-07-15T02:32:23Z,3540000,45,51,1,left,MISS G. Antetokounmpo 6' driving floating bank Shot,[203507],1610612749,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,6.79,Missed,,,,,,,,,,,,,,,,,,,
306,361,PT08M14.00S,2021-07-15T02:31:46.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,54,59,2021-07-15T02:31:54Z,3550000,,,0,,TEAM offensive REBOUND,[],1610612749,MIL,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,
307,362,PT08M14.00S,2021-07-15T02:31:50.1Z,3,REGULAR,foul,personal,[],101108,,,1610612749,54,59,2021-07-15T02:37:40Z,3560000,,,0,,C. Paul loose ball personal FOUL (2 PF),"[101108, 201950]",1610612756,PHX,loose ball,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,1148,2,0,Holiday,201950,,,
308,364,PT08M14.00S,2021-07-15T02:32:04.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,54,59,2021-07-15T02:32:04Z,3580000,,,0,,MIL Timeout,[],1610612749,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,365,PT08M14.00S,2021-07-15T02:34:57.9Z,3,REGULAR,substitution,out,[],200782,,,1610612749,54,59,2021-07-15T02:35:26Z,3590000,,,0,,SUB out: P. Tucker,[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
310,366,PT08M14.00S,2021-07-15T02:34:57.9Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,54,59,2021-07-15T02:35:26Z,3600000,,,0,,SUB in: P. Connaughton,[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
311,367,PT08M06.00S,2021-07-15T02:35:46.7Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203114,19.267411300919843,69.67677696078431,1610612749,54,59,2021-07-15T02:39:59Z,3610000,-98,129,1,left,MISS K. Middleton 16' pullup Shot,[203114],1610612749,MIL,pullup,,,Middleton,K. Middleton,,,,,16.19,Missed,,,,,,,,,,,,,,,,,,,
312,368,PT08M04.00S,2021-07-15T02:35:48.7Z,3,REGULAR,rebound,offensive,[],201950,,,1610612749,54,59,2021-07-15T02:39:59Z,3620000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,367,3,2,1,,,,,,,,,,,
